alignment	model
13_distribution_divergence/01_input_alignments/OG0000076_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000076_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000077_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000080_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000082_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000083_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000083_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000085_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000086_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000086_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000086_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000087_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000087_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree2_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree4_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree5_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree7_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree8_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree10_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree4_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree6_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree7_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree8_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree9_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000092_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000092_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000092_disco_tree3_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000092_disco_tree4_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000094_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000095_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000095_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000095_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000095_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000095_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000097_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000099_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000099_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000099_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000099_disco_tree5_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000101_disco_tree4_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000101_disco_tree5_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000102_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000103_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000103_disco_tree4_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000107_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000107_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000107_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000113_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000113_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000114_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree4_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree5_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree6_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000116_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000117_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000118_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000118_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000118_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000118_disco_tree4_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000119_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000119_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000119_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000119_disco_tree4_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000119_disco_tree6_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000124_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000125_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000125_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000125_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000125_disco_tree4_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000125_disco_tree5_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000128_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000128_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000128_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000131_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000132_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000133_disco_tree1_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000134_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000134_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000134_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000134_disco_tree4_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000134_disco_tree5_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000134_disco_tree6_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000135_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000136_disco_tree1_aligned_trim.faa	LG
