alignment	model
13_distribution_divergence/01_input_alignments/OG0000052_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000054_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000054_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000054_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000054_disco_tree4_aligned_trim.faa	Dayhoff
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree2_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree4_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000056_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000056_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000057_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000057_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000057_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000058_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000058_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000059_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000059_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000060_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000060_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000061_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000061_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000061_disco_tree3_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000062_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000062_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000063_disco_tree1_aligned_trim.faa	WAG
