alignment	model
13_distribution_divergence/01_input_alignments/OG0000009_disco_tree8_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000010_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000010_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000010_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000010_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000010_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000011_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000011_disco_tree2_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000011_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000011_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000012_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000012_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000012_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000012_disco_tree4_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000012_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000012_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000013_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000013_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000013_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000013_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000013_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000013_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000013_disco_tree7_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000017_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000017_disco_tree2_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000017_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000018_disco_tree1_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree10_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree11_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree12_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree13_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree14_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree7_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree8_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000019_disco_tree9_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000020_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000021_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000021_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000021_disco_tree3_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000021_disco_tree4_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000022_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000022_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000022_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000022_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000022_disco_tree5_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000022_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000026_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000026_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000026_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000026_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000026_disco_tree5_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000026_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000027_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000027_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000027_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000028_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000028_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000028_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000028_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000028_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000028_disco_tree6_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000029_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000030_disco_tree3_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000031_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000031_disco_tree2_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000031_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000031_disco_tree4_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000031_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000032_disco_tree1_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree10_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree2_aligned_trim.faa	MtZoa
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree3_aligned_trim.faa	MtZoa
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree7_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree8_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000033_disco_tree9_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000034_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000034_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000034_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000034_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000034_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000034_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000035_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000035_disco_tree2_aligned_trim.faa	HIVw
13_distribution_divergence/01_input_alignments/OG0000035_disco_tree3_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000035_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000035_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000035_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000035_disco_tree7_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000038_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000038_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000038_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000038_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000038_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000038_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000038_disco_tree7_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000038_disco_tree8_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000039_disco_tree1_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000039_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000040_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000040_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000041_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000041_disco_tree2_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000041_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000041_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000041_disco_tree5_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000041_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000041_disco_tree7_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000042_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000042_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000042_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000042_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000042_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000042_disco_tree6_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000042_disco_tree7_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000042_disco_tree8_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000043_disco_tree1_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000043_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000043_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000043_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000044_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000044_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000044_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000044_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000045_disco_tree1_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000045_disco_tree2_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000046_disco_tree2_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000047_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000047_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000047_disco_tree3_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000050_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000050_disco_tree2_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000050_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000053_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000054_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000054_disco_tree2_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree4_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000055_disco_tree5_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000056_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000057_disco_tree1_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000057_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000057_disco_tree3_aligned_trim.faa	JTT
